,DEPT,AGK,BK,DS,DT,GGKP,GK,GZ1,GZ2,GZ3,GZ4,GZ5,IK,LIT_new,MBK,MDS,MGZ,MPZ,NGK,NKT,PS,PZ,SATURAT_new,Soil_new,kp_new,well,FZ,EF_b
0,3732.4,0.199000001,9.5699996948,NaN,257.95300293,2.5699999332,4.8060002327,NaN,NaN,NaN,NaN,NaN,NaN,0.0,NaN,NaN,NaN,NaN,NaN,3.6670000553,399.86499023,13.260000229,NaN,NaN,NaN,192,NaN,4.0
1,3732.5,0.2680000067,9.5200004578,NaN,258.62399292,2.5490000248,4.6079998016,NaN,NaN,NaN,NaN,NaN,NaN,0.0,NaN,NaN,NaN,NaN,NaN,3.5810000896,399.80300903,13.319999695,NaN,NaN,NaN,192,1.0,4.0
2,3732.6,0.2969999909,8.529999733,NaN,260.04598999,2.507999897,4.5229997635,NaN,NaN,NaN,NaN,NaN,NaN,0.0,NaN,NaN,NaN,NaN,NaN,3.4749999046,399.74099731,13.289999962,NaN,NaN,NaN,192,1.0,4.0
3,3732.7,0.2779999971,8.1199998856,NaN,261.46798706,2.4670000076,4.5780000687,NaN,NaN,NaN,NaN,NaN,NaN,0.0,NaN,NaN,NaN,NaN,NaN,3.3819999695,399.61801147,13.319999695,NaN,NaN,NaN,192,1.0,4.0
4,3732.8,0.2430000007,8.4799995422,NaN,263.16299438,2.4479999542,4.6799998283,NaN,NaN,NaN,NaN,NaN,NaN,0.0,NaN,NaN,NaN,NaN,NaN,3.3050000668,399.49398804,13.199999809,NaN,NaN,NaN,192,1.0,4.0
5,3732.9,0.2129999995,9.1599998474,NaN,264.85800171,2.4279999733,4.7680001259,NaN,NaN,NaN,NaN,NaN,NaN,0.0,NaN,NaN,NaN,NaN,NaN,3.236000061,399.30899048,13.069999695,NaN,NaN,NaN,192,1.0,4.0
6,3733.0,0.1780000031,9.279999733,NaN,265.57400513,2.4539999962,4.867000103,NaN,NaN,NaN,NaN,NaN,NaN,0.0,NaN,NaN,NaN,NaN,NaN,3.1700000763,399.18499756,12.960000038,NaN,NaN,NaN,192,1.0,4.0
7,3733.1,0.125,9.0100002289,NaN,266.29098511,2.4790000916,5.021999836,NaN,NaN,NaN,NaN,NaN,NaN,0.0,NaN,NaN,NaN,NaN,NaN,3.1040000916,399.0,12.909999847,NaN,NaN,NaN,192,1.0,4.0
8,3733.2,0.0599999987,8.0900001526,NaN,266.09799194,2.5269999504,5.2100000381,NaN,NaN,NaN,NaN,NaN,NaN,0.0,NaN,NaN,NaN,NaN,NaN,3.0280001163,398.93899536,12.840000153,NaN,NaN,NaN,192,1.0,2.0
9,3733.3,0.0049999999,7.3699998856,NaN,265.90499878,2.5750000477,5.3680000305,NaN,NaN,NaN,NaN,NaN,NaN,0.0,NaN,NaN,NaN,NaN,NaN,2.9489998817,398.87701416,12.829999924,NaN,NaN,NaN,192,1.0,2.0
10,3733.4,0.0,6.7100000381,NaN,264.75601196,2.6089999676,5.4520001411,NaN,NaN,NaN,NaN,NaN,NaN,0.0,NaN,NaN,NaN,NaN,NaN,2.9010000229,398.81500244,13.029999733,NaN,NaN,NaN,192,1.0,2.0
11,3733.5,0.0,6.3499999046,NaN,263.60699463,2.6419999599,5.4270000458,NaN,NaN,NaN,NaN,NaN,NaN,0.0,NaN,NaN,NaN,NaN,NaN,2.9030001163,398.75299072,13.380000114,NaN,NaN,NaN,192,1.0,2.0
12,3733.6,0.0340000018,6.0799999237,NaN,262.46899414,2.6459999084,5.2849998474,NaN,NaN,NaN,NaN,NaN,NaN,0.0,NaN,NaN,NaN,NaN,NaN,2.9500000477,398.69198608,13.840000153,NaN,NaN,NaN,192,1.0,2.0
13,3733.7,0.1030000001,6.0599999428,NaN,261.33200073,2.6489999294,5.0859999657,NaN,NaN,NaN,NaN,NaN,NaN,0.0,NaN,NaN,NaN,NaN,NaN,3.0320000648,398.56799316,14.390000343,NaN,NaN,NaN,192,1.0,2.0
14,3733.8,0.1669999957,6.6599998474,NaN,259.76199341,2.6340000629,4.9010000229,NaN,NaN,NaN,NaN,NaN,NaN,0.0,NaN,NaN,NaN,NaN,NaN,3.1510000229,398.44500732,15.119999886,NaN,NaN,NaN,192,1.0,2.0
15,3733.9,0.2220000029,8.0200004578,NaN,258.19198608,2.6180000305,4.7410001755,NaN,NaN,NaN,NaN,NaN,NaN,0.0,NaN,NaN,NaN,NaN,NaN,3.3050000668,398.3210144,16.040000916,NaN,NaN,NaN,192,1.0,2.0
16,3734.0,0.2820000052,10.729999542,NaN,256.05300903,2.5969998837,4.5679998398,NaN,NaN,NaN,NaN,NaN,NaN,0.0,NaN,NaN,NaN,NaN,NaN,3.4700000286,398.3210144,17.069999695,NaN,NaN,NaN,192,1.0,2.0
17,3734.1,0.3490000069,13.329999924,NaN,253.91400146,2.5750000477,4.375,NaN,NaN,NaN,NaN,NaN,NaN,0.0,NaN,NaN,NaN,NaN,NaN,3.618999958,398.3210144,18.190000534,NaN,NaN,NaN,192,1.0,2.0
18,3734.2,0.4059999883,15.529999733,NaN,251.33198547,2.5559999943,4.2100000381,NaN,NaN,NaN,NaN,NaN,NaN,0.0,NaN,NaN,NaN,NaN,NaN,3.7509999275,398.38299561,19.059999466,NaN,NaN,NaN,192,1.0,2.0
19,3734.3,0.4399999976,16.280000687,NaN,248.75001526,2.5369999409,4.1129999161,NaN,NaN,NaN,NaN,NaN,NaN,0.0,NaN,NaN,NaN,NaN,NaN,3.875,398.50601196,19.86000061,NaN,NaN,NaN,192,1.0,2.0
20,3734.4,0.451000005,17.129999161,NaN,245.65600586,2.5329999924,4.0819997787,NaN,NaN,NaN,NaN,NaN,NaN,0.0,NaN,NaN,NaN,NaN,NaN,3.9849998951,398.56799316,20.569999695,NaN,NaN,NaN,192,1.0,2.0
21,3734.5,0.4519999921,17.590000153,NaN,242.5610199,2.5280001163,4.0780000687,NaN,NaN,NaN,NaN,NaN,NaN,0.0,NaN,NaN,NaN,NaN,NaN,4.0469999313,398.63000488,21.25,NaN,NaN,NaN,192,1.0,2.0
22,3734.6,0.4550000131,17.420000076,NaN,239.89900208,2.5339999199,4.0700001717,NaN,NaN,NaN,NaN,NaN,NaN,0.0,NaN,NaN,NaN,NaN,NaN,4.0430002213,398.69198608,21.840000153,NaN,NaN,NaN,192,1.0,2.0
23,3734.7,0.4589999914,17.010000229,NaN,237.23699951,2.5399999619,4.0580000877,NaN,NaN,NaN,NaN,NaN,NaN,0.0,NaN,NaN,NaN,NaN,NaN,4.0149998665,398.75299072,22.459999084,NaN,NaN,NaN,192,1.0,2.0
24,3734.8,0.4600000083,15.649999619,NaN,235.18899536,2.5420000553,4.0560002327,NaN,NaN,NaN,NaN,NaN,NaN,0.0,NaN,NaN,NaN,NaN,NaN,4.0430002213,398.81500244,22.899999619,NaN,NaN,NaN,192,1.0,2.0
25,3734.9,0.4620000124,14.590000153,NaN,233.14199829,2.5439999104,4.0500001907,NaN,NaN,NaN,NaN,NaN,NaN,0.0,NaN,NaN,NaN,NaN,NaN,4.2049999237,398.87701416,23.450000763,NaN,NaN,NaN,192,1.0,2.0
26,3735.0,0.4740000069,14.829999924,NaN,232.28797913,2.5469999313,4.0149998665,NaN,NaN,NaN,NaN,NaN,NaN,0.0,NaN,NaN,NaN,NaN,NaN,4.5370001793,398.93899536,23.920000076,NaN,NaN,NaN,192,1.0,2.0
27,3735.1,0.4939999878,18.100000381,NaN,231.43499756,2.5510001183,3.9579999447,NaN,NaN,NaN,NaN,NaN,NaN,2.0,NaN,NaN,NaN,NaN,NaN,5.0100002289,399.06201172,24.469999313,NaN,NaN,NaN,192,1.0,2.0
28,3735.2,0.5170000196,19.989999771,NaN,231.71899414,2.5569999218,3.8910000324,NaN,NaN,NaN,NaN,NaN,NaN,2.0,NaN,NaN,NaN,NaN,NaN,5.5289998055,399.12399292,24.879999161,NaN,NaN,NaN,192,1.0,2.0
29,3735.3,0.5479999781,20.600000381,NaN,232.0039978,2.5629999638,3.8020000458,NaN,NaN,NaN,NaN,NaN,NaN,2.0,NaN,NaN,NaN,NaN,NaN,5.9790000916,399.12399292,24.920000076,NaN,NaN,NaN,192,1.0,2.0
30,3735.4,0.5889999866,32.979999542,NaN,232.04898071,2.5889999866,3.6830000877,NaN,NaN,NaN,NaN,NaN,NaN,2.0,NaN,NaN,NaN,NaN,NaN,6.2729997635,399.18499756,24.700000763,NaN,NaN,NaN,192,1.0,2.0
31,3735.5,0.6209999919,65.589996338,NaN,232.09501648,2.6159999371,3.5920000076,NaN,NaN,NaN,NaN,NaN,NaN,2.0,NaN,NaN,NaN,NaN,NaN,6.3619999886,399.24700928,24.620000839,NaN,NaN,NaN,192,1.0,2.0
32,3735.6,0.6129999757,60.88999939,NaN,231.94700623,2.638999939,3.614000082,NaN,NaN,NaN,NaN,NaN,NaN,2.0,NaN,NaN,NaN,NaN,NaN,6.2239999771,399.3710022,24.340000153,NaN,NaN,NaN,192,1.0,2.0
33,3735.7,0.5550000072,32.590000153,NaN,231.79899597,2.6630001068,3.7839999199,NaN,NaN,NaN,NaN,NaN,NaN,2.0,NaN,NaN,NaN,NaN,NaN,5.8740000725,399.43200684,23.850000381,NaN,NaN,NaN,192,1.0,2.0
34,3735.8,0.4639999866,20.790000916,NaN,233.47097778,2.6649999619,4.0460000038,NaN,NaN,NaN,NaN,NaN,NaN,2.0,NaN,NaN,NaN,NaN,NaN,5.3759999275,399.43200684,23.549999237,NaN,NaN,NaN,192,1.0,2.0
35,3735.9,0.3709999919,16.819999695,NaN,235.14399719,2.6679999828,4.3140001297,NaN,NaN,NaN,NaN,NaN,NaN,0.0,NaN,NaN,NaN,NaN,NaN,4.8489999771,399.49398804,22.819999695,NaN,NaN,NaN,192,1.0,2.0
36,3736.0,0.3030000031,14.659999847,NaN,237.28300476,2.6459999084,4.5120000839,NaN,NaN,NaN,NaN,NaN,NaN,0.0,NaN,NaN,NaN,NaN,NaN,4.4180002213,399.49398804,22.270000458,NaN,NaN,NaN,192,1.0,2.0
37,3736.1,0.275000006,13.279999733,NaN,239.42100525,2.6240000725,4.5910000801,NaN,NaN,NaN,NaN,NaN,NaN,0.0,NaN,NaN,NaN,NaN,NaN,4.1370000839,399.49398804,21.729999542,NaN,NaN,NaN,192,1.0,2.0
38,3736.2,0.2930000126,14.300000191,NaN,242.47000122,2.5969998837,4.5419998169,NaN,NaN,NaN,NaN,NaN,NaN,0.0,NaN,NaN,NaN,NaN,NaN,3.9649999142,399.55599976,21.329999924,NaN,NaN,NaN,192,1.0,2.0
39,3736.3,0.3350000083,15.800000191,NaN,245.51899719,2.5699999332,4.4180002213,NaN,NaN,NaN,NaN,NaN,NaN,0.0,NaN,NaN,NaN,NaN,NaN,3.8220000267,399.55599976,20.989999771,NaN,NaN,NaN,192,1.0,2.0
40,3736.4,0.3740000129,14.590000153,NaN,246.66799927,2.5539999008,4.3049998283,NaN,NaN,NaN,NaN,NaN,NaN,0.0,NaN,NaN,NaN,NaN,NaN,3.6519999504,399.55599976,20.649999619,NaN,NaN,NaN,192,1.0,2.0
41,3736.5,0.3930000067,13.25,NaN,247.81700134,2.5390000343,4.251999855,NaN,NaN,NaN,NaN,NaN,NaN,0.0,NaN,NaN,NaN,NaN,NaN,3.4579999447,399.55599976,20.290000916,NaN,NaN,NaN,192,1.0,2.0
42,3736.6,0.3980000019,13.670000076,NaN,248.14700317,2.5429999828,4.2369999886,NaN,NaN,NaN,NaN,NaN,NaN,0.0,NaN,NaN,NaN,NaN,NaN,3.3010001183,399.61801147,19.86000061,NaN,NaN,NaN,192,1.0,2.0
43,3736.7,0.4059999883,13.930000305,NaN,248.477005,2.5469999313,4.2160000801,NaN,NaN,NaN,NaN,NaN,NaN,0.0,NaN,NaN,NaN,NaN,NaN,3.2550001144,399.61801147,19.569999695,NaN,NaN,NaN,192,1.0,2.0
44,3736.8,0.4169999957,13.710000038,NaN,248.852005,2.5420000553,4.1830000877,NaN,NaN,NaN,NaN,NaN,NaN,0.0,NaN,NaN,NaN,NaN,NaN,3.3250000477,399.6789856,19.11000061,NaN,NaN,NaN,192,1.0,2.0
45,3736.9,0.4210000038,13.789999962,NaN,249.227005,2.5369999409,4.1710000038,NaN,NaN,NaN,NaN,NaN,NaN,0.0,NaN,NaN,NaN,NaN,NaN,3.4289999008,399.6789856,18.75,NaN,NaN,NaN,192,1.0,2.0
46,3737.0,0.4040000141,13.68999958,NaN,250.09199524,2.5260000229,4.2210001945,NaN,NaN,NaN,NaN,NaN,NaN,0.0,NaN,NaN,NaN,NaN,NaN,3.4679999352,399.74099731,18.459999084,NaN,NaN,NaN,192,1.0,2.0
47,3737.1,0.3519999981,13.420000076,NaN,250.95700073,2.5160000324,4.3720002174,NaN,NaN,NaN,NaN,NaN,NaN,0.0,NaN,NaN,NaN,NaN,NaN,3.4189999104,399.6789856,18.340000153,NaN,NaN,NaN,192,1.0,2.0
48,3737.2,0.2619999945,11.069999695,NaN,251.5249939,2.506000042,4.6319999695,NaN,NaN,NaN,NaN,NaN,NaN,0.0,NaN,NaN,NaN,NaN,NaN,3.3320000172,399.55599976,17.979999542,NaN,NaN,NaN,192,1.0,2.0
49,3737.3,0.1550000012,10.350000381,NaN,252.09399414,2.4960000515,4.9409999847,NaN,NaN,NaN,NaN,NaN,NaN,0.0,NaN,NaN,NaN,NaN,NaN,3.2699999809,399.43200684,17.829999924,NaN,NaN,NaN,192,1.0,2.0
50,3737.4,0.0689999983,10.319999695,NaN,252.94700623,2.4949998856,5.1900000572,NaN,NaN,NaN,NaN,NaN,NaN,0.0,NaN,NaN,NaN,NaN,NaN,3.257999897,399.30899048,17.540000916,NaN,NaN,NaN,192,1.0,2.0
51,3737.5,0.0340000018,10.710000038,NaN,253.80099487,2.493999958,5.2909998894,NaN,NaN,NaN,NaN,NaN,NaN,0.0,NaN,NaN,NaN,NaN,NaN,3.2620000839,399.12399292,17.329999924,NaN,NaN,NaN,192,1.0,2.0
52,3737.6,0.0520000011,10.930000305,NaN,255.08700562,2.4990000725,5.2369999886,NaN,NaN,NaN,NaN,NaN,NaN,0.0,NaN,NaN,NaN,NaN,NaN,3.2430000305,398.93899536,17.290000916,NaN,NaN,NaN,192,2.0,2.0
53,3737.7,0.1059999987,10.760000229,NaN,256.37200928,2.5039999485,5.0830001831,NaN,NaN,NaN,NaN,NaN,NaN,0.0,NaN,NaN,NaN,NaN,NaN,3.2009999752,398.81500244,17.270000458,NaN,NaN,NaN,192,2.0,2.0
54,3737.8,0.1659999937,10.829999924,NaN,257.52099609,2.4949998856,4.9099998474,NaN,NaN,NaN,NaN,NaN,NaN,0.0,NaN,NaN,NaN,NaN,NaN,3.1789999008,398.69198608,17.379999161,NaN,NaN,NaN,192,2.0,2.0
55,3737.9,0.2090000063,10.949999809,NaN,258.67001343,2.486000061,4.7849998474,NaN,NaN,NaN,NaN,NaN,NaN,0.0,NaN,NaN,NaN,NaN,NaN,3.1900000572,398.56799316,17.440000534,NaN,NaN,NaN,192,2.0,2.0
56,3738.0,0.2300000042,10.609999657,NaN,259.04501343,2.4820001125,4.7259998322,NaN,NaN,NaN,NaN,NaN,NaN,0.0,NaN,NaN,NaN,NaN,NaN,3.2119998932,398.50601196,17.569999695,NaN,NaN,NaN,192,2.0,2.0
57,3738.1,0.2389999926,10.43999958,NaN,259.42001343,2.4779999256,4.6979999542,NaN,NaN,NaN,NaN,NaN,NaN,0.0,NaN,NaN,NaN,NaN,NaN,3.2479999065,398.44500732,17.659999847,NaN,NaN,NaN,192,2.0,2.0
58,3738.2,0.2520000041,11.050000191,NaN,259.94400024,2.4830000401,4.6599998474,NaN,NaN,NaN,NaN,NaN,NaN,0.0,NaN,NaN,NaN,NaN,NaN,3.3310000896,398.44500732,18.069999695,NaN,NaN,NaN,192,2.0,2.0
59,3738.3,0.2790000141,11.270000458,NaN,260.4670105,2.4879999161,4.5850000381,NaN,NaN,NaN,NaN,NaN,NaN,0.0,NaN,NaN,NaN,NaN,NaN,3.4849998951,398.44500732,18.38999939,NaN,NaN,NaN,192,2.0,2.0
60,3738.4,0.326000005,10.319999695,NaN,260.54699707,2.4990000725,4.4479999542,NaN,NaN,NaN,NaN,NaN,NaN,0.0,NaN,NaN,NaN,NaN,NaN,3.6819999218,398.50601196,18.770000458,NaN,NaN,NaN,192,2.0,2.0
61,3738.5,0.398999989,10.43999958,NaN,260.62600708,2.510999918,4.2369999886,NaN,NaN,NaN,NaN,NaN,NaN,0.0,NaN,NaN,NaN,NaN,NaN,3.8550000191,398.63000488,19.100000381,NaN,NaN,NaN,192,2.0,2.0
62,3738.6,0.4909999967,13.210000038,NaN,260.19400024,2.5260000229,3.9709999561,NaN,NaN,NaN,NaN,NaN,NaN,1.0,NaN,NaN,NaN,NaN,NaN,3.9470000267,398.75299072,19.520000458,0.0,NaN,14.204000473,192,2.0,2.0
63,3738.7,0.5789999962,15.970000267,NaN,259.76199341,2.5409998894,3.7179999352,NaN,NaN,NaN,NaN,NaN,NaN,1.0,NaN,NaN,NaN,NaN,NaN,3.9419999123,398.81500244,19.959999084,0.0,NaN,14.204000473,192,2.0,2.0
64,3738.8,0.6359999776,17.149999619,NaN,259.04501343,2.5380001068,3.5539999008,NaN,NaN,NaN,NaN,NaN,NaN,1.0,NaN,NaN,NaN,NaN,NaN,3.8729999065,398.87701416,20.299999237,0.0,NaN,14.204000473,192,2.0,2.0
65,3738.9,0.6549999714,17.25,NaN,258.32800293,2.5350000858,3.4979999065,NaN,NaN,NaN,NaN,NaN,NaN,1.0,NaN,NaN,NaN,NaN,NaN,3.7880001068,398.81500244,20.510000229,0.0,NaN,14.204000473,192,2.0,2.0
66,3739.0,0.6439999938,16.229999542,NaN,254.33500671,2.5230000019,3.5299999714,NaN,NaN,NaN,NaN,NaN,NaN,1.0,NaN,NaN,NaN,NaN,NaN,3.7179999352,398.69198608,20.399999619,0.0,NaN,14.204000473,192,2.0,2.0
67,3739.1,0.6079999804,15.390000343,NaN,250.34199524,2.5120000839,3.632999897,NaN,NaN,NaN,NaN,NaN,NaN,1.0,NaN,NaN,NaN,NaN,NaN,3.6630001068,398.56799316,20.38999939,0.0,NaN,14.204000473,192,2.0,2.0
68,3739.2,0.5389999747,15.069999695,NaN,247.4750061,2.5090000629,3.8350000381,NaN,NaN,NaN,NaN,NaN,NaN,1.0,NaN,NaN,NaN,NaN,NaN,3.6150000095,398.50601196,20.5,0.0,NaN,14.204000473,192,2.0,2.0
69,3739.3,0.4309999943,13.590000153,NaN,244.60899353,2.5050001144,4.1459999084,NaN,NaN,NaN,NaN,NaN,NaN,0.0,NaN,NaN,NaN,NaN,NaN,3.5980000496,398.44500732,20.61000061,NaN,NaN,NaN,192,2.0,2.0
70,3739.4,0.3160000145,10.729999542,NaN,242.47000122,2.5160000324,4.4790000916,NaN,NaN,NaN,NaN,NaN,NaN,0.0,NaN,NaN,NaN,NaN,NaN,3.6610000134,398.44500732,20.760000229,NaN,NaN,NaN,192,2.0,2.0
71,3739.5,0.2479999959,10.199999809,NaN,240.33099365,2.5260000229,4.6760001183,NaN,NaN,NaN,NaN,NaN,NaN,0.0,NaN,NaN,NaN,NaN,NaN,3.8329999447,398.44500732,20.870000839,NaN,NaN,NaN,192,2.0,2.0
72,3739.6,0.2649999857,12.550000191,NaN,238.80700684,2.5450000763,4.626999855,NaN,NaN,NaN,NaN,NaN,NaN,0.0,NaN,NaN,NaN,NaN,NaN,4.1079998016,398.50601196,21.030000687,NaN,NaN,NaN,192,2.0,2.0
73,3739.7,0.3549999893,17.010000229,NaN,237.28300476,2.5639998913,4.3680000305,NaN,NaN,NaN,NaN,NaN,NaN,0.0,NaN,NaN,NaN,NaN,NaN,4.4539999962,398.56799316,21.239999771,NaN,NaN,NaN,192,2.0,2.0
74,3739.8,0.4699999988,20.450000763,NaN,236.21400452,2.5769999027,4.0329999924,NaN,NaN,NaN,NaN,NaN,NaN,2.0,NaN,NaN,NaN,NaN,NaN,4.8239998817,398.63000488,21.319999695,NaN,NaN,NaN,192,2.0,2.0
75,3739.9,0.5649999976,27.040000916,NaN,235.14399719,2.5899999142,3.760999918,NaN,NaN,NaN,NaN,NaN,NaN,2.0,NaN,NaN,NaN,NaN,NaN,5.0939998627,398.69198608,21.219999313,NaN,NaN,NaN,192,2.0,2.0
76,3740.0,0.6159999967,38.13999939,NaN,235.52000427,2.5920000076,3.6119999886,NaN,NaN,NaN,NaN,NaN,NaN,2.0,NaN,NaN,NaN,NaN,NaN,5.1449999809,398.75299072,21.25,NaN,NaN,NaN,192,2.0,2.0
77,3740.1,0.6320000291,30.989999771,NaN,235.89500427,2.5929999352,3.5650000572,NaN,NaN,NaN,NaN,NaN,NaN,2.0,NaN,NaN,NaN,NaN,NaN,4.9850001335,398.81500244,21.079999924,NaN,NaN,NaN,192,2.0,2.0
78,3740.2,0.6349999905,18.319999695,NaN,237.06599426,2.5769999027,3.5590000153,NaN,NaN,NaN,NaN,NaN,NaN,2.0,NaN,NaN,NaN,NaN,NaN,4.7410001755,398.81500244,20.530000687,NaN,NaN,NaN,192,2.0,2.0
79,3740.3,0.6330000162,16.430000305,NaN,238.23800659,2.5620000362,3.5639998913,NaN,NaN,NaN,NaN,NaN,NaN,2.0,NaN,NaN,NaN,NaN,NaN,4.5399999619,398.87701416,19.649999619,NaN,NaN,NaN,192,2.0,2.0
80,3740.4,0.6190000176,17.63999939,NaN,241.37802124,2.5320000648,3.6040000916,NaN,NaN,NaN,NaN,NaN,NaN,2.0,NaN,NaN,NaN,NaN,NaN,4.4000000954,398.87701416,18.700000763,NaN,NaN,NaN,192,2.0,2.0
81,3740.5,0.5759999752,18.079999924,NaN,244.51800537,2.5020000935,3.7279999256,NaN,NaN,NaN,NaN,NaN,NaN,2.0,NaN,NaN,NaN,NaN,NaN,4.256000042,398.93899536,17.989999771,NaN,NaN,NaN,192,2.0,2.0
82,3740.6,0.4909999967,17.620000839,NaN,247.56599426,2.4900000095,3.9739999771,NaN,NaN,NaN,NaN,NaN,NaN,2.0,NaN,NaN,NaN,NaN,NaN,4.0720000267,398.93899536,17.350000381,NaN,NaN,NaN,192,2.0,2.0
83,3740.7,0.3740000129,13.229999542,NaN,250.61499023,2.4769999981,4.3130002022,NaN,NaN,NaN,NaN,NaN,NaN,2.0,NaN,NaN,NaN,NaN,NaN,3.861000061,399.0,16.61000061,NaN,NaN,NaN,192,2.0,2.0
84,3740.8,0.248999998,9.720000267,NaN,253.18600464,2.4949998856,4.6739997864,NaN,NaN,NaN,NaN,NaN,NaN,0.0,NaN,NaN,NaN,NaN,NaN,3.6480000019,399.0,15.859999657,NaN,NaN,NaN,192,2.0,3.0
85,3740.9,0.1449999958,8.6700000763,NaN,255.75700378,2.5130000114,4.9749999046,NaN,NaN,NaN,NaN,NaN,NaN,0.0,NaN,NaN,NaN,NaN,NaN,3.4500000477,399.0,15.390000343,NaN,NaN,NaN,192,2.0,3.0
86,3741.0,0.0659999996,8.3599996567,NaN,256.95199585,2.5309998989,5.2030000687,NaN,NaN,NaN,NaN,NaN,NaN,0.0,NaN,NaN,NaN,NaN,NaN,3.2869999409,399.0,14.960000038,NaN,NaN,NaN,192,2.0,3.0
87,3741.1,0.0160000008,8.2100000381,NaN,258.14599609,2.5490000248,5.3489999771,NaN,NaN,NaN,NaN,NaN,NaN,0.0,NaN,NaN,NaN,NaN,NaN,3.2100000381,399.0,14.579999924,NaN,NaN,NaN,192,2.0,3.0
88,3741.2,0.0,8.2399997711,NaN,259.90899658,2.5610001087,5.3940000534,NaN,NaN,NaN,NaN,NaN,NaN,0.0,NaN,NaN,NaN,NaN,NaN,3.2170000076,398.93899536,14.300000191,NaN,NaN,NaN,192,2.0,3.0
89,3741.3,0.0080000004,8.1700000763,NaN,261.67300415,2.5720000267,5.3709998131,NaN,NaN,NaN,NaN,NaN,NaN,0.0,NaN,NaN,NaN,NaN,NaN,3.2330000401,398.93899536,14.109999657,NaN,NaN,NaN,192,2.0,3.0
90,3741.4,0.0280000009,8.3100004196,NaN,262.43499756,2.5720000267,5.3130002022,NaN,NaN,NaN,NaN,NaN,NaN,0.0,NaN,NaN,NaN,NaN,NaN,3.2009999752,398.87701416,13.920000076,NaN,NaN,NaN,192,2.0,3.0
91,3741.5,0.0529999994,8.3599996567,NaN,263.19699097,2.5729999542,5.2410001755,NaN,NaN,NaN,NaN,NaN,NaN,0.0,NaN,NaN,NaN,NaN,NaN,3.1540000439,398.87701416,13.800000191,NaN,NaN,NaN,192,2.0,3.0
92,3741.6,0.0879999995,8.2399997711,NaN,262.59399414,2.5699999332,5.1420001984,NaN,NaN,NaN,NaN,NaN,NaN,0.0,NaN,NaN,NaN,NaN,NaN,3.1380000114,398.87701416,13.720000267,NaN,NaN,NaN,192,2.0,3.0
93,3741.7,0.1270000041,8.1899995804,NaN,261.99099731,2.5669999123,5.0289998055,NaN,NaN,NaN,NaN,NaN,NaN,0.0,NaN,NaN,NaN,NaN,NaN,3.1600000858,398.87701416,13.659999847,NaN,NaN,NaN,192,2.0,3.0
94,3741.8,0.1539999992,8.1899995804,NaN,261.70700073,2.5599999428,4.9510002136,NaN,NaN,NaN,NaN,NaN,NaN,0.0,NaN,NaN,NaN,NaN,NaN,3.1900000572,398.87701416,13.640000343,NaN,NaN,NaN,192,2.0,3.0
95,3741.9,0.1570000052,8.2399997711,NaN,261.42300415,2.5539999008,4.9429998398,NaN,NaN,NaN,NaN,NaN,NaN,0.0,NaN,NaN,NaN,NaN,NaN,3.2030000687,398.87701416,13.680000305,NaN,NaN,NaN,192,2.0,3.0
96,3742.0,0.1389999986,8.4600000381,NaN,260.80899048,2.5490000248,4.9930000305,NaN,NaN,NaN,NaN,NaN,NaN,0.0,NaN,NaN,NaN,NaN,NaN,3.1930000782,398.87701416,13.729999542,NaN,NaN,NaN,192,2.0,3.0
97,3742.1,0.1089999974,8.6700000763,NaN,260.19400024,2.5429999828,5.0819997787,NaN,NaN,NaN,NaN,NaN,NaN,0.0,NaN,NaN,NaN,NaN,NaN,3.1760001183,398.81500244,13.81000042,NaN,NaN,NaN,192,2.0,3.0
98,3742.2,0.0710000023,8.970000267,NaN,259.47698975,2.5520000458,5.1909999847,NaN,NaN,NaN,NaN,NaN,NaN,0.0,NaN,NaN,NaN,NaN,NaN,3.1809999943,398.81500244,13.960000038,NaN,NaN,NaN,192,2.0,3.0
99,3742.3,0.0329999998,9.3000001907,NaN,258.76098633,2.5620000362,5.3020000458,NaN,NaN,NaN,NaN,NaN,NaN,0.0,NaN,NaN,NaN,NaN,NaN,3.2279999256,398.75299072,14.100000381,NaN,NaN,NaN,192,2.0,3.0
100,3742.4,0.0089999996,9.3299999237,NaN,258.14599609,2.5829999447,5.3720002174,NaN,NaN,NaN,NaN,NaN,NaN,0.0,NaN,NaN,NaN,NaN,NaN,3.3050000668,398.69198608,14.18999958,NaN,NaN,NaN,192,2.0,3.0
101,3742.5,0.0099999998,9.3299999237,NaN,257.53201294,2.6040000916,5.3680000305,NaN,NaN,NaN,NaN,NaN,NaN,0.0,NaN,NaN,NaN,NaN,NaN,3.4119999409,398.69198608,14.260000229,NaN,NaN,NaN,192,2.0,3.0
102,3742.6,0.0410000011,9.6899995804,NaN,256.90600586,2.614000082,5.2789998055,NaN,NaN,NaN,NaN,NaN,NaN,0.0,NaN,NaN,NaN,NaN,NaN,3.5320000648,398.63000488,14.380000114,NaN,NaN,NaN,192,2.0,3.0
103,3742.7,0.0909999982,10.350000381,NaN,256.28100586,2.6240000725,5.1350002289,NaN,NaN,NaN,NaN,NaN,NaN,0.0,NaN,NaN,NaN,NaN,NaN,3.625,398.63000488,14.479999542,NaN,NaN,NaN,192,2.0,3.0
